日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2026-04-29,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,,0.0,0,0.0,0,159021,大盘价值ETF华夏,2026-06-05 09:47:12
2026-04-30,0.9999,0.9999,0.9999,0.9999,0,0.0,0.0,-0.01,-0.0001,0.0,0,0.0,0,159021,大盘价值ETF华夏,2026-06-05 09:47:12
2026-05-08,0.9977,0.9977,0.9977,0.9977,0,0.0,0.0,-0.22,-0.0022,0.0,0,0.0,0,159021,大盘价值ETF华夏,2026-06-05 09:47:12
2026-05-14,0.9927,0.9927,0.9927,0.9927,0,0.0,0.0,-0.5,-0.005,0.0,0,0.0,0,159021,大盘价值ETF华夏,2026-06-05 09:47:12
2026-05-15,0.989,0.995,0.984,0.985,45690760,45005399.25,1.11,-0.78,-0.0077,0.0,0,0.0,0,159021,大盘价值ETF华夏,2026-06-05 09:47:12
2026-05-18,0.982,0.985,0.974,0.979,18698199,18305536.3,1.12,-0.61,-0.006,0.0,0,0.0,0,159021,大盘价值ETF华夏,2026-06-05 09:47:12
2026-05-19,0.979,0.986,0.97,0.981,12076289,11846839.58,1.63,0.2,0.002,0.0,0,0.0,0,159021,大盘价值ETF华夏,2026-06-05 09:47:12
2026-05-20,0.982,0.982,0.971,0.972,8553583,8314082.7,1.12,-0.92,-0.009,0.0,0,0.0,0,159021,大盘价值ETF华夏,2026-06-05 09:47:12
2026-05-21,0.971,0.978,0.963,0.963,5333379,5136043.97,1.54,-0.93,-0.009,0.0,0,0.0,0,159021,大盘价值ETF华夏,2026-06-05 09:47:12
2026-05-22,0.963,0.968,0.958,0.961,5461617,5248614.08,1.04,-0.21,-0.002,0.0,0,0.0,0,159021,大盘价值ETF华夏,2026-06-05 09:47:12
2026-05-25,0.96,0.969,0.958,0.962,5219843,5021489.03,1.14,0.1,0.001,0.0,0,0.0,0,159021,大盘价值ETF华夏,2026-06-05 09:47:12
2026-05-26,0.963,0.968,0.953,0.965,4413134,4258674.19,1.56,0.31,0.003,0.0,0,0.0,0,159021,大盘价值ETF华夏,2026-06-05 09:47:12
2026-05-27,0.965,0.965,0.953,0.96,7216512,6927851.37,1.24,-0.52,-0.005,0.0,0,0.0,0,159021,大盘价值ETF华夏,2026-06-05 09:47:12
2026-05-28,0.957,0.964,0.949,0.951,5294247,5034828.77,1.56,-0.94,-0.009,0.0,0,0.0,0,159021,大盘价值ETF华夏,2026-06-05 09:47:12
2026-05-29,0.942,0.974,0.942,0.971,8371965,8129178.15,3.36,2.1,0.02,0.0,0,0.0,0,159021,大盘价值ETF华夏,2026-06-05 09:47:12
2026-06-01,0.973,0.981,0.962,0.981,2666498,2615834.55,1.96,1.03,0.01,0.0,0,0.0,0,159021,大盘价值ETF华夏,2026-06-05 09:47:12
2026-06-02,0.989,0.989,0.975,0.98,1132122,1109479.58,1.43,-0.1,-0.001,0.0,0,0.0,0,159021,大盘价值ETF华夏,2026-06-05 09:47:12
2026-06-03,0.971,0.988,0.968,0.978,3319568,3246537.45,2.04,-0.2,-0.002,0.0,0,0.0,0,159021,大盘价值ETF华夏,2026-06-05 09:47:12
2026-06-04,,,,,2000,,0.0,0.0,,0.0,0,0.0,0,159021,大盘价值ETF华夏,2026-06-05 09:47:12
