日期，开盘，最高，最低，收盘，成交量，成交额，振幅，涨跌幅，涨跌额，换手率，IOPV，折价率，溢价率，ETF 代码，ETF 名称，爬取时间,日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
,2025-08-14,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-08-15,1.0003,1.0003,1.0003,1.0003,0.0,0.0,0.0,0.03,0.0003,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-08-22,1.0074,1.0074,1.0074,1.0074,0.0,0.0,0.0,0.71,0.0071,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-08-25,1.015,1.035,1.014,1.033,533055800.0,550646637.33,2.08,2.54,0.0256,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-08-26,1.032,1.036,1.022,1.025,119522300.0,122510354.65,1.36,-0.77,-0.008,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-08-27,1.029,1.045,1.018,1.019,178880600.0,182279340.95,2.63,-0.59,-0.006,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-08-28,1.017,1.021,1.005,1.019,140018200.0,142678553.28,1.57,0.0,0.0,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-08-29,1.02,1.025,1.009,1.017,98910000.0,100591466.04,1.57,-0.2,-0.002,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-01,1.036,1.046,1.019,1.028,145011100.0,149071410.39,2.65,1.08,0.011,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-02,1.03,1.033,1.007,1.011,76325200.0,77164780.04,2.53,-1.65,-0.017,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-03,1.014,1.019,1.002,1.003,75886000.0,76113659.59,1.68,-0.79,-0.008,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-04,1.008,1.011,0.972,0.978,98835900.0,96661508.74,3.89,-2.49,-0.025,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-05,0.979,1.002,0.979,1.002,82086700.0,82250871.29,2.35,2.45,0.024,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-08,1.002,1.009,0.997,1.009,70375000.0,71008371.04,1.2,0.7,0.007,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-09,1.009,1.019,1.006,1.016,188608400.0,191626140.52,1.29,0.69,0.007,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-10,1.024,1.037,1.022,1.026,167083900.0,171428085.22,1.48,0.98,0.01,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-11,1.019,1.035,1.01,1.033,117846100.0,121735020.4,2.44,0.68,0.007,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-12,1.047,1.058,1.045,1.049,268933400.0,282111143.27,1.26,1.55,0.016,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-15,1.054,1.064,1.05,1.053,120179700.0,126549220.89,1.33,0.38,0.004,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-16,1.059,1.071,1.051,1.064,137047000.0,145818009.44,1.9,1.04,0.011,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-17,1.069,1.105,1.067,1.104,191750800.0,211692877.9,3.57,3.76,0.04,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-18,1.107,1.128,1.074,1.089,229522300.0,249949781.64,4.89,-1.36,-0.015,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-19,1.093,1.111,1.085,1.093,138681400.0,151578777.74,2.39,0.37,0.004,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-22,1.092,1.103,1.088,1.101,96109000.0,105816004.33,1.37,0.73,0.008,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-23,1.102,1.108,1.073,1.086,119914900.0,130227577.28,3.18,-1.36,-0.015,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-24,1.085,1.121,1.076,1.119,172802500.0,193365990.25,4.14,3.04,0.033,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-25,1.124,1.145,1.12,1.135,135823300.0,154159444.2,2.23,1.43,0.016,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
,2025-09-26,1.136,1.136,1.107,1.108,102127100.0,113156830.89,2.56,-2.38,-0.027,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF华安,2026-06-05 09:59:55
