日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2026-04-28,0.987,1.009,0.986,0.998,66056420,65924308.86,0.0,0.0,,0.0,0,0.0,0,159008,证券ETF景顺,2026-05-01 19:38:50
2026-04-29,0.999,1.003,0.994,1.001,18200970,18219171.82,0.9,0.3,0.003,0.0,0,0.0,0,159008,证券ETF景顺,2026-05-01 19:38:50
2026-04-30,1.002,1.021,1.002,1.005,44499490,44721987.24,0.0,0.0,,0.0,0,0.0,0,159008,证券ETF景顺,2026-05-04 19:18:32
2026-05-06,1.006,1.025,1.005,1.019,63289940,64492452.24,0.0,0.0,,0.0,0,0.0,0,159008,证券ETF景顺,2026-05-07 05:24:48
2026-05-07,1.023,1.025,1.009,1.017,43112960,43845878.59,0.0,0.0,,0.0,0,0.0,0,159008,证券ETF景顺,2026-05-08 02:29:59
2026-05-08,1.017,1.017,1.003,1.007,12931709,13022230.57,0.0,0.0,,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
2026-05-11,1.007,1.028,1.0,1.022,35890526,36680115.96,2.78,1.49,0.015,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
2026-05-12,1.022,1.035,1.016,1.026,31406183,32222744.48,1.86,0.39,0.004,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
2026-05-13,1.022,1.026,1.01,1.019,11599618,11820011.36,1.56,-0.68,-0.007,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
2026-05-14,1.019,1.025,1.0,1.0,11767849,11767849.0,2.45,-1.86,-0.019,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
2026-05-15,1.001,1.001,0.976,0.982,16187729,15896349.77,2.5,-1.8,-0.018,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
2026-05-18,0.977,0.985,0.972,0.976,6044107,5899048.5,1.32,-0.61,-0.006,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
2026-05-19,0.979,0.988,0.97,0.987,6732496,6644973.47,1.84,1.13,0.011,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
2026-05-20,0.984,0.985,0.976,0.981,21950372,21533315.07,0.91,-0.61,-0.006,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
2026-05-21,0.986,1.017,0.981,0.982,24992647,24542779.19,3.67,0.1,0.001,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
2026-05-22,0.982,0.988,0.964,0.966,16972808,16395732.88,2.44,-1.63,-0.016,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
2026-05-25,0.971,0.981,0.965,0.976,8795346,8584257.79,1.66,1.04,0.01,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
2026-05-26,0.974,0.995,0.969,0.983,13647609,13415599.38,2.66,0.72,0.007,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
2026-05-27,0.981,0.992,0.967,0.974,25902119,25228663.31,2.54,-0.92,-0.009,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
2026-05-28,0.968,0.968,0.947,0.953,11014853,10497155.01,2.16,-2.16,-0.021,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
2026-05-29,0.953,0.977,0.953,0.963,11265240,10848426.11,2.52,1.05,0.01,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
2026-06-01,0.963,0.971,0.956,0.966,7033215,6794085.83,1.56,0.31,0.003,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
2026-06-02,0.961,0.972,0.956,0.968,6069423,5875201.43,1.66,0.21,0.002,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
2026-06-03,0.965,0.973,0.956,0.964,10649707,10266317.41,1.76,-0.41,-0.004,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
2026-06-04,,,,,244000,,0.0,0.0,,0.0,0,0.0,0,159008,证券ETF景顺,2026-06-05 09:56:21
