日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2026-04-30,0.999,1.0,0.987,0.991,22834900,22629385.82,0.0,0.0,,0.0,0,0.0,0,560450,N电力ETF天弘,2026-05-04 05:18:23
2026-05-06,0.991,1.012,0.991,1.011,69849200,70617543.8,0.0,0.0,,0.0,0,0.0,0,560450,N电力ETF天弘,2026-05-07 03:55:25
2026-05-07,1.013,1.028,1.013,1.025,76372200,78281503.18,0.0,0.0,,0.0,0,0.0,0,560450,N电力ETF天弘,2026-05-08 05:33:28
2026-05-08,1.025,1.044,1.021,1.025,52823700,54144291.24,0.0,0.0,,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
2026-05-11,1.026,1.046,1.026,1.039,45664500,47445417.07,1.95,1.37,0.014,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
2026-05-12,1.04,1.058,1.03,1.051,50556000,53134355.95,2.69,1.15,0.012,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
2026-05-13,1.052,1.082,1.051,1.077,65561300,70609521.54,2.95,2.47,0.026,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
2026-05-14,1.085,1.096,1.047,1.049,73567200,77171994.62,4.55,-2.6,-0.028,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
2026-05-15,1.047,1.057,1.023,1.04,43571500,45314358.34,3.24,-0.86,-0.009,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
2026-05-18,1.032,1.049,1.031,1.044,21820900,22781020.25,1.73,0.38,0.004,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
2026-05-19,1.044,1.088,1.034,1.084,47183000,51146371.6,5.17,3.83,0.04,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
2026-05-20,1.085,1.086,1.032,1.033,57359300,59252156.46,4.98,-4.7,-0.051,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
2026-05-21,1.034,1.044,1.015,1.019,36135800,36822382.13,2.81,-1.36,-0.014,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
2026-05-22,1.025,1.025,1.007,1.021,26094200,26642178.92,1.77,0.2,0.002,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
2026-05-25,1.025,1.044,1.024,1.043,34445700,35926864.51,1.96,2.15,0.022,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
2026-05-26,1.045,1.052,1.031,1.047,28152400,29475564.22,2.01,0.38,0.004,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
2026-05-27,1.048,1.063,1.038,1.057,35246700,37255763.35,2.39,0.96,0.01,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
2026-05-28,1.057,1.087,1.051,1.072,42199800,45238186.73,3.41,1.42,0.015,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
2026-05-29,1.073,1.111,1.065,1.106,57812800,63940953.71,4.29,3.17,0.034,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
2026-06-01,1.118,1.125,1.075,1.124,42706300,48001879.2,4.52,1.63,0.018,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
2026-06-02,1.115,1.115,1.092,1.11,35244900,39121839.5,2.05,-1.25,-0.014,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
2026-06-03,1.109,1.126,1.08,1.119,41632100,46586318.15,4.14,0.81,0.009,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
2026-06-04,,,,,294200,,0.0,0.0,,0.0,0,0.0,0,560450,电力ETF天弘,2026-06-05 09:41:51
