日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2026-04-30,0.995,1.0,0.977,0.998,61375400,61252650.78,0.0,0.0,,0.0,0,0.0,0,526050,N港股通信息技术ETF招商,2026-05-04 02:38:01
2026-05-06,1.025,1.063,1.016,1.042,150247800,156558215.91,0.0,0.0,,0.0,0,0.0,0,526050,N港股通信息技术ETF招商,2026-05-07 02:20:19
2026-05-07,1.059,1.09,1.049,1.084,42643900,46225987.23,0.0,0.0,,0.0,0,0.0,0,526050,N港股通信息技术ETF招商,2026-05-08 03:58:45
2026-05-08,1.074,1.079,1.062,1.079,11745100,12672962.86,0.0,0.0,,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
2026-05-11,1.099,1.111,1.089,1.103,31673600,34935982.22,2.04,2.22,0.024,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
2026-05-12,1.103,1.11,1.072,1.081,10724100,11592751.78,3.45,-1.99,-0.022,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
2026-05-13,1.071,1.095,1.062,1.093,18902100,20659996.33,3.05,1.11,0.012,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
2026-05-14,1.12,1.136,1.069,1.078,9469500,10208120.52,6.13,-1.37,-0.015,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
2026-05-15,1.08,1.094,1.036,1.04,14366000,14940639.45,5.38,-3.53,-0.038,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
2026-05-18,1.038,1.058,1.03,1.034,19490900,20153591.36,2.69,-0.58,-0.006,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
2026-05-19,1.032,1.038,1.012,1.038,13225700,13728276.44,2.51,0.39,0.004,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
2026-05-20,1.031,1.071,1.031,1.066,15214300,16218443.57,3.85,2.7,0.028,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
2026-05-21,1.093,1.093,1.05,1.05,16368200,17186609.22,4.03,-1.5,-0.016,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
2026-05-22,1.071,1.117,1.07,1.115,166087500,185187564.08,4.48,6.19,0.065,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
2026-05-25,1.12,1.17,1.12,1.164,141245700,164409999.65,4.48,4.39,0.049,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
2026-05-26,1.171,1.183,1.149,1.177,107196200,126169932.31,2.92,1.12,0.013,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
2026-05-27,1.194,1.215,1.169,1.173,118702400,139237912.6,3.91,-0.34,-0.004,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
2026-05-28,1.173,1.202,1.168,1.189,119815300,142460392.96,2.9,1.36,0.016,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
2026-05-29,1.218,1.26,1.203,1.208,147490600,178168636.64,4.79,1.6,0.019,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
2026-06-01,1.211,1.243,1.202,1.207,105035400,126777729.6,3.39,-0.08,-0.001,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
2026-06-02,1.219,1.245,1.209,1.233,84299500,103941286.88,2.98,2.15,0.026,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
2026-06-03,1.236,1.254,1.216,1.229,98009400,120453549.89,3.08,-0.32,-0.004,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
2026-06-04,,,,,6488100,,0.0,0.0,,0.0,0,0.0,0,526050,港股通信息技术ETF招商,2026-06-05 09:51:05
