日期，开盘，最高，最低，收盘，成交量，成交额，振幅，涨跌幅，涨跌额，换手率，IOPV，折价率，溢价率，ETF 代码，ETF 名称，爬取时间,日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
,2025-08-05,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,159277,港股通红利ETF富国,2026-06-05 09:56:31
,2025-08-08,0.996,0.996,0.996,0.996,0.0,0.0,0.0,-0.4,-0.004,0.0,0.0,0.0,0.0,159277,港股通红利ETF富国,2026-06-05 09:56:31
,2025-08-13,0.998,0.998,0.998,0.998,0.0,0.0,0.0,0.2,0.002,0.0,0.0,0.0,0.0,159277,港股通红利ETF富国,2026-06-05 09:56:31
,2025-08-14,0.998,1.008,0.991,0.992,160794769.0,159508408.24,1.7,-0.6,-0.006,0.0,0.0,0.0,0.0,159277,港股通红利ETF富国,2026-06-05 09:56:31
,2025-08-15,0.992,0.995,0.988,0.992,36983618.0,36687748.46,0.71,0.0,0.0,0.0,0.0,0.0,0.0,159277,港股通红利ETF富国,2026-06-05 09:56:31
,2025-08-18,0.995,0.998,0.994,0.995,21286415.0,21179983.03,0.4,0.3,0.003,0.0,0.0,0.0,0.0,159277,港股通红利ETF富国,2026-06-05 09:56:31
,2025-08-19,0.997,0.998,0.989,0.991,22223351.0,22023340.77,0.9,-0.4,-0.004,0.0,0.0,0.0,0.0,159277,港股通红利ETF富国,2026-06-05 09:56:31
,2025-08-20,0.99,0.99,0.981,0.989,23273654.0,23017644.33,0.91,-0.2,-0.002,0.0,0.0,0.0,0.0,159277,港股通红利ETF富国,2026-06-05 09:56:31
,2025-08-21,0.989,0.994,0.988,0.989,18898611.0,18690726.7,0.61,0.0,0.0,0.0,0.0,0.0,0.0,159277,港股通红利ETF富国,2026-06-05 09:56:31
,2025-08-22,0.991,0.993,0.985,0.988,14814154.0,14636383.79,0.81,-0.1,-0.001,0.0,0.0,0.0,0.0,159277,港股通红利ETF富国,2026-06-05 09:56:31
,2025-08-25,0.99,0.995,0.989,0.993,28424604.0,28225630.95,0.61,0.51,0.005,0.0,0.0,0.0,0.0,159277,港股通红利ETF富国,2026-06-05 09:56:31
,2025-08-26,0.994,0.994,0.985,0.987,13636200.0,13458929.24,0.91,-0.6,-0.006,0.0,0.0,0.0,0.0,159277,港股通红利ETF富国,2026-06-05 09:56:31
