日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2026-05-06,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-05-08,0.9999,0.9999,0.9999,0.9999,0,0.0,0.0,-0.01,-0.0001,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-05-11,1.0019,1.0019,1.0019,1.0019,0,0.0,0.0,0.2,0.002,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-05-12,1.0046,1.0046,1.0046,1.0046,0,0.0,0.0,0.27,0.0027,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-05-13,1.0125,1.0125,1.0125,1.0125,0,0.0,0.0,0.79,0.0079,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-05-14,1.02,1.033,0.991,0.993,120413400,119570502.7,4.15,-1.93,-0.0195,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-05-15,0.993,1.0,0.964,0.982,19176100,18830930.07,3.63,-1.11,-0.011,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-05-18,0.99,0.99,0.976,0.985,7122800,7015958.1,1.43,0.31,0.003,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-05-19,0.986,1.025,0.979,1.021,39376800,40203713.89,4.67,3.65,0.036,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-05-20,1.03,1.031,0.973,0.977,43353900,42356760.22,5.68,-4.31,-0.044,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-05-21,0.985,0.986,0.956,0.965,27858300,26883258.77,3.07,-1.23,-0.012,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-05-22,0.965,0.968,0.945,0.965,10784100,10406656.22,2.38,0.0,0.0,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-05-25,0.967,0.986,0.965,0.985,16664100,16414138.74,2.18,2.07,0.02,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-05-26,0.985,0.993,0.973,0.986,19095900,18828557.43,2.03,0.1,0.001,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-05-27,0.986,1.003,0.979,0.997,26848400,26767854.24,2.43,1.12,0.011,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-05-28,1.006,1.024,0.992,1.011,47011400,47528527.15,3.21,1.4,0.014,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-05-29,1.012,1.048,1.005,1.045,48435600,50615199.92,4.25,3.36,0.034,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-06-01,1.06,1.06,1.014,1.06,47276300,50112875.29,4.4,1.44,0.015,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-06-02,1.05,1.05,1.03,1.047,30622300,32061549.65,1.89,-1.23,-0.013,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-06-03,1.03,1.064,1.02,1.053,40801100,42963557.21,4.2,0.57,0.006,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
2026-06-04,,,,,43900,,0.0,0.0,,0.0,0,0.0,0,560930,电力ETF易方达,2026-06-05 09:40:29
