日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2026-05-14,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,,0.0,0,0.0,0,560480,电力ETF招商,2026-06-05 09:41:36
2026-05-15,1.0002,1.0002,1.0002,1.0002,0,0.0,0.0,0.02,0.0002,0.0,0,0.0,0,560480,电力ETF招商,2026-06-05 09:41:36
2026-05-22,0.9822,0.9822,0.9822,0.9822,0,0.0,0.0,-1.8,-0.018,0.0,0,0.0,0,560480,电力ETF招商,2026-06-05 09:41:36
2026-05-25,1.0039,1.0039,1.0039,1.0039,0,0.0,0.0,2.21,0.0217,0.0,0,0.0,0,560480,电力ETF招商,2026-06-05 09:41:36
2026-05-26,0.999,1.011,0.992,1.004,84419700,84757374.45,1.89,0.01,0.0001,0.0,0,0.0,0,560480,电力ETF招商,2026-06-05 09:41:36
2026-05-27,1.002,1.022,0.999,1.015,32442200,32928832.54,2.29,1.1,0.011,0.0,0,0.0,0,560480,电力ETF招商,2026-06-05 09:41:36
2026-05-28,1.016,1.043,1.013,1.032,25486500,26302066.61,2.96,1.67,0.017,0.0,0,0.0,0,560480,电力ETF招商,2026-06-05 09:41:36
2026-05-29,1.035,1.068,1.025,1.065,20484000,21815461.17,4.17,3.2,0.033,0.0,0,0.0,0,560480,电力ETF招商,2026-06-05 09:41:36
2026-06-01,1.08,1.084,1.032,1.079,25238400,27232233.5,4.88,1.31,0.014,0.0,0,0.0,0,560480,电力ETF招商,2026-06-05 09:41:36
2026-06-02,1.08,1.08,1.05,1.066,19332600,20608551.31,2.78,-1.2,-0.013,0.0,0,0.0,0,560480,电力ETF招商,2026-06-05 09:41:36
2026-06-03,1.055,1.081,1.04,1.076,26549800,28567584.14,3.85,0.94,0.01,0.0,0,0.0,0,560480,电力ETF招商,2026-06-05 09:41:36
2026-06-04,,,,,11800,,0.0,0.0,,0.0,0,0.0,0,560480,电力ETF招商,2026-06-05 09:41:36
