日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2026-04-29,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,,0.0,0,0.0,0,513620,港股医疗ETF银华,2026-06-05 09:49:08
2026-04-30,1.0004,1.0004,1.0004,1.0004,0,0.0,0.0,0.04,0.0004,0.0,0,0.0,0,513620,港股医疗ETF银华,2026-06-05 09:49:08
2026-05-08,0.9985,0.9985,0.9985,0.9985,0,0.0,0.0,-0.19,-0.0019,0.0,0,0.0,0,513620,港股医疗ETF银华,2026-06-05 09:49:08
2026-05-15,0.9752,0.9752,0.9752,0.9752,0,0.0,0.0,-2.33,-0.0233,0.0,0,0.0,0,513620,港股医疗ETF银华,2026-06-05 09:49:08
2026-05-18,0.959,0.969,0.933,0.939,40148200,37699160.22,3.69,-3.71,-0.0362,0.0,0,0.0,0,513620,港股医疗ETF银华,2026-06-05 09:49:08
2026-05-19,0.941,0.954,0.934,0.937,7963200,7461518.21,2.13,-0.21,-0.002,0.0,0,0.0,0,513620,港股医疗ETF银华,2026-06-05 09:49:08
2026-05-20,0.94,0.945,0.931,0.937,7332600,6870646.03,1.49,0.0,0.0,0.0,0,0.0,0,513620,港股医疗ETF银华,2026-06-05 09:49:08
2026-05-21,0.942,0.957,0.937,0.938,10547200,9893273.85,2.13,0.11,0.001,0.0,0,0.0,0,513620,港股医疗ETF银华,2026-06-05 09:49:08
2026-05-22,0.947,0.95,0.936,0.94,6037900,5675625.99,1.49,0.21,0.002,0.0,0,0.0,0,513620,港股医疗ETF银华,2026-06-05 09:49:08
2026-05-25,0.941,0.941,0.936,0.936,2311200,2163283.18,0.53,-0.43,-0.004,0.0,0,0.0,0,513620,港股医疗ETF银华,2026-06-05 09:49:08
2026-05-26,0.934,0.945,0.921,0.942,12018600,11321520.86,2.56,0.64,0.006,0.0,0,0.0,0,513620,港股医疗ETF银华,2026-06-05 09:49:08
2026-05-27,0.937,0.941,0.921,0.93,16439100,15288363.12,2.12,-1.27,-0.012,0.0,0,0.0,0,513620,港股医疗ETF银华,2026-06-05 09:49:08
2026-05-28,0.932,0.932,0.896,0.903,4686000,4231457.99,3.87,-2.9,-0.027,0.0,0,0.0,0,513620,港股医疗ETF银华,2026-06-05 09:49:08
2026-05-29,0.912,0.928,0.896,0.92,26985200,24826384.45,3.54,1.88,0.017,0.0,0,0.0,0,513620,港股医疗ETF银华,2026-06-05 09:49:08
2026-06-01,0.929,0.942,0.912,0.916,7820900,7163944.47,3.26,-0.43,-0.004,0.0,0,0.0,0,513620,港股医疗ETF银华,2026-06-05 09:49:08
2026-06-02,0.919,0.921,0.9,0.918,11070700,10162902.41,2.29,0.22,0.002,0.0,0,0.0,0,513620,港股医疗ETF银华,2026-06-05 09:49:08
2026-06-03,0.921,0.924,0.895,0.897,22685500,20348893.84,3.16,-2.29,-0.021,0.0,0,0.0,0,513620,港股医疗ETF银华,2026-06-05 09:49:08
2026-06-04,,,,,143600,,0.0,0.0,,0.0,0,0.0,0,513620,港股医疗ETF银华,2026-06-05 09:49:08
