日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2026-04-27,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-04-30,0.9981,0.9981,0.9981,0.9981,0,0.0,0.0,-0.19,-0.0019,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-05-08,1.012,1.012,1.012,1.012,0,0.0,0.0,1.39,0.0139,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-05-11,1.015,1.029,1.009,1.021,188370700,192326489.91,1.98,0.89,0.009,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-05-12,1.022,1.039,1.015,1.033,42728000,44138023.67,2.35,1.18,0.012,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-05-13,1.033,1.065,1.033,1.058,47458900,50211514.71,3.1,2.42,0.025,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-05-14,1.061,1.08,1.033,1.034,45411600,46955596.18,4.44,-2.27,-0.024,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-05-15,1.035,1.036,1.005,1.024,31003400,31747483.11,3.0,-0.97,-0.01,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-05-18,1.023,1.032,1.018,1.027,20026500,20567214.51,1.37,0.29,0.003,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-05-19,1.024,1.069,1.016,1.065,40517300,43150926.82,5.16,3.7,0.038,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-05-20,1.065,1.065,1.014,1.018,43385300,44166235.69,4.79,-4.41,-0.047,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-05-21,1.018,1.026,0.997,1.0,37304200,37304200.0,2.85,-1.77,-0.018,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-05-22,1.002,1.011,0.99,1.004,23538600,23632753.19,2.1,0.4,0.004,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-05-25,1.003,1.028,1.003,1.028,24101200,24776033.53,2.49,2.39,0.024,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-05-26,1.028,1.035,1.014,1.03,28873300,29739498.17,2.04,0.19,0.002,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-05-27,1.029,1.045,1.021,1.04,29721000,30909838.87,2.33,0.97,0.01,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-05-28,1.048,1.068,1.035,1.055,38599000,40721942.98,3.17,1.44,0.015,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-05-29,1.055,1.093,1.048,1.091,46833600,51095455.77,4.27,3.41,0.036,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-06-01,1.097,1.12,1.058,1.104,38590200,42603579.73,5.68,1.19,0.013,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-06-02,1.098,1.098,1.075,1.092,32517300,35508891.85,2.08,-1.09,-0.012,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-06-03,1.086,1.11,1.064,1.097,40693100,44640330.82,4.21,0.46,0.005,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
2026-06-04,,,,,31600,,0.0,0.0,,0.0,0,0.0,0,512140,电力ETF华安,2026-06-05 09:40:13
